id,doi,title,abstract,summary,domains,topics,description,expert_id,type,subtitles,publishers,collection,date_issue,citation,language,identifiers,created_at,updated_at,source,authors,publication_year,field,subfield
126,https://doi.org/10.1186/s12889-025-21606-w,Determinants of infants and young children feeding practices among mothers living in Saudi Arabia: a cross-sectional study,,,[],,,,publications,,,,,,,,2025-03-10 17:02:30.433894+00:00,2025-03-10 17:02:30.433894+00:00,openalex,[],2025,Research,General Research
142,https://doi.org/10.1016/j.socscimed.2015.10.059,"Effectiveness of group discussions and commitment in improving cleaning behaviour of shared sanitation users in Kampala, Uganda slums",,,[],,,,publications,,,,,,,,2025-03-10 17:02:31.756527+00:00,2025-03-10 17:02:31.756527+00:00,openalex,[],2015,Research,General Research
127,https://doi.org/10.1136/archdischild-2018-315870,Confused health and nutrition claims in food marketing to children could adversely affect food choice and increase risk of obesity,,,[],,,,publications,,,,,,,,2025-03-10 17:02:30.436547+00:00,2025-03-10 17:02:30.436547+00:00,openalex,[],2018,Research,General Research
133,https://doi.org/10.1186/1756-3305-4-89,"The dominant Anopheles vectors of human malaria in the Asia-Pacific region: occurrence data, distribution maps and bionomic précis",,,[],,,,publications,,,,,,,,2025-03-10 17:02:30.960196+00:00,2025-03-10 17:02:30.960196+00:00,openalex,[],2011,Research,General Research
140,https://doi.org/10.1080/09603123.2012.713095,"Sanitation facilities in Kampala slums, Uganda: users' satisfaction and determinant factors",,,[],,,,publications,,,,,,,,2025-03-10 17:02:31.750043+00:00,2025-03-10 17:02:31.750043+00:00,openalex,[],2012,Research,General Research
138,https://doi.org/10.1021/acs.est.3c06628,Determinants of Willingness to Pay for Fecal Sludge Management Services and Knowledge Gaps: A Scoping Review,,,[],,,,publications,,,,,,,,2025-03-10 17:02:31.525065+00:00,2025-03-10 17:02:31.525065+00:00,openalex,[],2024,Research,General Research
129,https://doi.org/10.1016/s0140-6736(16)31650-6,"The history, geography, and sociology of slums and the health problems of people who live in slums",,,[],,,,publications,,,,,,,,2025-03-10 17:02:30.686549+00:00,2025-03-10 17:02:30.686549+00:00,openalex,[],2016,Research,General Research
128,https://doi.org/10.3390/nu12030856,Sugar Content and Nutritional Quality of Child Orientated Ready to Eat Cereals and Yoghurts in the UK and Latin America; Does Food Policy Matter?,,,[],,,,publications,,,,,,,,2025-03-10 17:02:30.439003+00:00,2025-03-10 17:02:30.439003+00:00,openalex,[],2020,Research,General Research
137,https://doi.org/10.1186/s12889-016-4009-6,"Determinants of quality of shared sanitation facilities in informal settlements: case study of Kisumu, Kenya",,,[],,,,publications,,,,,,,,2025-03-10 17:02:31.522497+00:00,2025-03-10 17:02:31.522497+00:00,openalex,[],2017,Research,General Research
132,https://doi.org/10.1186/1756-3305-3-117,"The dominant Anopheles vectors of human malaria in Africa, Europe and the Middle East: occurrence data, distribution maps and bionomic précis",,,[],,,,publications,,,,,,,,2025-03-10 17:02:30.956273+00:00,2025-03-10 17:02:30.956273+00:00,openalex,[],2010,Research,General Research
141,https://doi.org/10.1177/0956247815581758,Opportunities and limits to market-driven sanitation services: evidence from urban informal settlements in East Africa,,,[],,,,publications,,,,,,,,2025-03-10 17:02:31.752768+00:00,2025-03-10 17:02:31.752768+00:00,openalex,[],2015,Research,General Research
135,https://doi.org/10.1093/geront/gnz102,Aging and the Rising Burden of Noncommunicable Diseases in Sub-Saharan Africa and other Low- and Middle-Income Countries: A Call for Holistic Action,,,[],,,,publications,,,,,,,,2025-03-10 17:02:31.291232+00:00,2025-03-10 17:02:31.291232+00:00,openalex,[],2019,Research,General Research
131,https://doi.org/10.1186/1756-3305-5-69,A global map of dominant malaria vectors,,,[],,,,publications,,,,,,,,2025-03-10 17:02:30.952245+00:00,2025-03-10 17:02:30.952245+00:00,openalex,[],2012,Research,General Research
136,https://doi.org/10.1002/hpm.3065,Stigma and COVID‐19 crisis: A wake‐up call,,,[],,,,publications,,,,,,,,2025-03-10 17:02:31.293905+00:00,2025-03-10 17:02:31.293905+00:00,openalex,[],2020,Research,General Research
115,https://doi.org/10.1371/journal.pgen.1004234,A General Approach for Haplotype Phasing across the Full Spectrum of Relatedness,,,[],,,,publications,,,,,,,,2025-03-10 17:02:29.202871+00:00,2025-03-10 17:02:29.202871+00:00,openalex,[],2014,Research,General Research
134,https://doi.org/10.1016/j.ijdrr.2020.101915,"Urban sprawl and green space depletion: Implications for flood incidence in Kumasi, Ghana",,,[],,,,publications,,,,,,,,2025-03-10 17:02:31.288372+00:00,2025-03-10 17:02:31.288372+00:00,openalex,[],2020,Research,General Research
118,https://doi.org/10.1136/bmj.38512.618681.e0,Household based treatment of drinking water with flocculant-disinfectant for preventing diarrhoea in areas with turbid source water in rural western Kenya: cluster randomised controlled trial,,,[],,,,publications,,,,,,,,2025-03-10 17:02:29.434670+00:00,2025-03-10 17:02:29.434670+00:00,openalex,[],2005,Research,General Research
122,https://doi.org/10.1111/mcn.13695,Treatment of moderate acute malnutrition through community health volunteers is a cost‐effective intervention: Evidence from a resource‐limited setting,,,[],,,,publications,,,,,,,,2025-03-10 17:02:29.955584+00:00,2025-03-10 17:02:29.955584+00:00,openalex,[],2024,Research,General Research
117,https://doi.org/10.1093/oodh/oqaf002,Rethinking chronic care: how blended patient-centered care delivery and innovative financing models can contribute to achieving universal health coverage – a case study of an integrated approach in Kenya,,,[],,,,publications,,,,,,,,2025-03-10 17:02:29.431353+00:00,2025-03-10 17:02:29.431353+00:00,openalex,[],2025,Research,General Research
1106059497,,Presentations,,,,,,,other,,,other,,,en,{'handle': '123456789'},2025-03-10 19:53:33.988971+00:00,2025-03-10 19:53:33.988971+00:00,knowhub,,,Research,General Research
121,https://doi.org/10.1186/s12889-020-09106-5,Access to primary healthcare services and associated factors in urban slums in Nairobi-Kenya,,,[],,,,publications,,,,,,,,2025-03-10 17:02:29.952367+00:00,2025-03-10 17:02:29.952367+00:00,openalex,[],2020,Health,Public Health
143,https://doi.org/10.1186/s12939-022-01656-x,"A policy analysis of policies and strategic plans on Maternal, Newborn and Child Health in Ethiopia",,,[],,,,publications,,,,,,,,2025-03-10 17:02:32.006616+00:00,2025-03-10 17:02:32.006616+00:00,openalex,[],2022,Research,General Research
123,https://doi.org/10.1111/mcn.13142,Effectiveness of the baby‐friendly community initiative on exclusive breastfeeding in Kenya,,,[],,,,publications,,,,,,,,2025-03-10 17:02:29.957986+00:00,2025-03-10 17:02:29.957986+00:00,openalex,[],2021,Research,General Research
120,https://doi.org/10.3945/jn.114.206078,The Global Nutrition Report 2014: Actions and Accountability to Accelerate the World’s Progress on Nutrition,,,[],,,,publications,,,,,,,,2025-03-10 17:02:29.665260+00:00,2025-03-10 17:02:29.665260+00:00,openalex,[],2015,Development,Economic Development
1212678443,,APHRC Annual Performance Review Report,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:33.988971+00:00,2025-03-10 19:53:33.988971+00:00,knowhub,,,Research,General Research
114,https://doi.org/10.1038/ng.2795,Common variants associated with plasma triglycerides and risk for coronary artery disease,,,[],,,,publications,,,,,,,,2025-03-10 17:02:29.200525+00:00,2025-03-10 17:02:29.200525+00:00,openalex,[],2013,Research,General Research
149,https://doi.org/10.1177/15248399241303887,Some Lessons From Participatory Evaluation of the COVID-19 Response in the African Region,,,[],,,,publications,,,,,,,,2025-03-10 17:02:32.531967+00:00,2025-03-10 17:02:32.531967+00:00,openalex,[],2025,Research,General Research
156,https://doi.org/10.1007/s44250-024-00157-8,"Pay for a free service, access to cesarean section in the slums of Dakar",,,[],,,,publications,,,,,,,,2025-03-10 17:02:33.253706+00:00,2025-03-10 17:02:33.253706+00:00,openalex,[],2024,Research,General Research
151,https://doi.org/10.1371/journal.pone.0129943,"Evidence of a Double Burden of Malnutrition in Urban Poor Settings in Nairobi, Kenya",,,[],,,,publications,,,,,,,,2025-03-10 17:02:32.787619+00:00,2025-03-10 17:02:32.787619+00:00,openalex,[],2015,Research,General Research
145,https://doi.org/10.1080/09614524.2021.1937560,Bridging the gaps sector to sector and research to policy: linking family planning to urban development,,,[],,,,publications,,,,,,,,2025-03-10 17:02:32.012099+00:00,2025-03-10 17:02:32.012099+00:00,openalex,[],2021,Research,General Research
148,https://doi.org/10.1097/01.aids.0000226959.87471.01,Mortality and causes of death in adults receiving highly active antiretroviral therapy in Senegal: a 7-year cohort study,,,[],,,,publications,,,,,,,,2025-03-10 17:02:32.529150+00:00,2025-03-10 17:02:32.529150+00:00,openalex,[],2006,Research,General Research
147,https://doi.org/10.1186/s12978-021-01077-z,Intimate partner violence against adolescents and young women in sub-Saharan Africa: who is most vulnerable?,,,[],,,,publications,,,,,,,,2025-03-10 17:02:32.306487+00:00,2025-03-10 17:02:32.306487+00:00,openalex,[],2021,Research,General Research
150,https://doi.org/10.9734/ajrid/2025/v16i1416,"Epidemiological, Clinical and Prognostic Features of Tetanus in Dakar, Senegal",,,[],,,,publications,,,,,,,,2025-03-10 17:02:32.534370+00:00,2025-03-10 17:02:32.534370+00:00,openalex,[],2025,Research,General Research
153,https://doi.org/10.1007/s00382-020-05306-2,Robust late twenty-first century shift in the regional monsoons in RegCM-CORDEX simulations,,,[],,,,publications,,,,,,,,2025-03-10 17:02:33.013483+00:00,2025-03-10 17:02:33.013483+00:00,openalex,[],2020,Research,General Research
152,https://doi.org/10.1007/s00382-016-3052-4,Projected changes of summer monsoon extremes and hydroclimatic regimes over West Africa for the twenty-first century,,,[],,,,publications,,,,,,,,2025-03-10 17:02:33.010853+00:00,2025-03-10 17:02:33.010853+00:00,openalex,[],2016,Research,General Research
155,https://doi.org/10.1186/s12879-022-07306-5,Hot-spots of HIV infection in Cameroon: a spatial analysis based on Demographic and Health Surveys data,,,[],,,,publications,,,,,,,,2025-03-10 17:02:33.251179+00:00,2025-03-10 17:02:33.251179+00:00,openalex,[],2022,Research,General Research
75,https://doi.org/10.1136/bmjopen-2023-074995,Epidemiology of emergency and elective caesarean section and its association with early neonatal mortality in sub-Saharan African countries,,,[],,,,publications,,,,,,,,2025-03-10 17:02:25.646274+00:00,2025-03-10 17:02:25.646274+00:00,openalex,[],2023,Research,General Research
723547843,,A day in the life of a young urban farmer,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:33.988971+00:00,2025-03-10 19:53:33.988971+00:00,knowhub,,,Research,General Research
157,https://doi.org/10.1186/s12884-023-06204-1,Prevalence and factors associated with intention to use contraceptives among women of reproductive age: a multilevel analysis of the 2018 Guinea demographic and health survey,,Failed to generate content due to technical issues,[],,,,journal-article,,,,,,,,2025-03-10 17:02:35.040508+00:00,2025-03-10 17:02:35.040508+00:00,orcid,[],2024,Research,General Research
158,https://doi.org/10.1177/14649934221110026,Using Economic Diaries in an Ethnographic Study: What They Can Tell About the Financial and Daily Lives of Male and Female Sex Workers in Mombasa,,Failed to generate content due to technical issues,[],,,,journal-article,,,,,,,,2025-03-10 17:02:36.270145+00:00,2025-03-10 17:02:36.270145+00:00,orcid,[],2023,Research,General Research
160,https://knowhub.aphrc.org/handle/123456789/2020,"Examining Participation and Quality of Experiences of Women in Science Technology Engineering and Mathematics (STEM): Postgraduate Training Programs and Careers in Burundi, Data Validation Report
                    ﻿",,Failed to generate content due to technical issues,[],,,,documents,,,,,,,,2025-03-10 17:02:45.255511+00:00,2025-03-10 17:02:45.255511+00:00,knowhub,[],,Education,Learning
161,https://knowhub.aphrc.org/handle/123456789/2021,"Examining Participation and Quality of Experiences of Women in Science Technology Engineering and Mathematics (STEM): Postgraduate Training Programs and Careers in Kenya, Data Validation Report
                    ﻿",,Failed to generate content due to technical issues,[],,,,documents,,,,,,,,2025-03-10 17:02:45.554640+00:00,2025-03-10 17:02:45.554640+00:00,knowhub,[],,Education,Learning
162,https://knowhub.aphrc.org/handle/123456789/1969,"Enhancing Participation and Quality of Experiences of Women in Science Technology Engineering and Mathematics (STEM): Postgraduate Training Programs and Careers in Tanzania, Data Validation Report
                    ﻿",,Failed to generate content due to technical issues,[],,,,publications,,,,,,,,2025-03-10 17:02:46.828412+00:00,2025-03-10 17:02:46.828412+00:00,knowhub,[],,Education,Learning
163,https://knowhub.aphrc.org/handle/123456789/2022,"Co-Creation and Validation Workshop for Examining Participation and Quality of Experiences of Women in Science Technology Engineering and Mathematics (STEM): Postgraduate Training Programs and Careers in East Africa
                    ﻿",,Failed to generate content due to technical issues,[],,,,documents,,,,,,,,2025-03-10 17:02:47.129176+00:00,2025-03-10 17:02:47.129176+00:00,knowhub,[],,Education,Learning
164,https://knowhub.aphrc.org/handle/123456789/1968,"Examining Participation and Quality of Experiences of Women in Science Technology Engineering and Mathematics (STEM): Postgraduate Training Programs and Careers in Rwanda, Data Validation Report
                    ﻿",,Failed to generate content due to technical issues,[],,,,publications,,,,,,,,2025-03-10 17:02:47.425774+00:00,2025-03-10 17:02:47.425774+00:00,knowhub,[],,Education,Learning
165,https://knowhub.aphrc.org/handle/123456789/2023,"Supervision and Mentorship Framework for Postgraduate Training and Careers in East Africa
                    ﻿",,Failed to generate content due to technical issues,[],,,,documents,,,,,,,,2025-03-10 17:02:47.712600+00:00,2025-03-10 17:02:47.712600+00:00,knowhub,[],,Education,Learning
166,https://knowhub.aphrc.org/handle/123456789/1542,"Spatial and Socioeconomic Inequalities in Cesarean Section Deliveries in Urban Settings in Dakar, Senegal
                    ﻿",,Failed to generate content due to technical issues,[],,,,publications,,,,,,,,2025-03-10 17:02:47.999426+00:00,2025-03-10 17:02:47.999426+00:00,knowhub,[],,Research,General Research
440624525,,MEL Unit Materials,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:33.988971+00:00,2025-03-10 19:53:33.988971+00:00,knowhub,,,Research,General Research
1170976228,,Premier Training Materials,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:33.988971+00:00,2025-03-10 19:53:33.988971+00:00,knowhub,,,Education,Learning
719448313,,Policies and Guidelines,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:33.988971+00:00,2025-03-10 19:53:33.988971+00:00,knowhub,,,Policy,Government Policy
608995510,,Board Materials,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:33.988971+00:00,2025-03-10 19:53:33.988971+00:00,knowhub,,,Research,General Research
